Ticket_ID,Date,Equipment_Type,Location,Downtime_Hours,Failure_Type
20974,2024-12-31,Transformer,Plant B,22,Overheating
20975,2024-03-07,Motor,Plant A,20,Mechanical Failure
20976,2024-07-09,Compressor,Plant B,13,Overheating
20977,2024-02-12,Generator,Plant B,8,Electrical Fault
20978,2024-05-02,Compressor,Plant A,21,Overheating
20979,2024-10-04,Panel,Plant C,23,Electrical Fault
20980,2024-12-08,Compressor,Plant B,9,Electrical Fault
20981,2024-07-14,Transformer,Plant C,1,Mechanical Failure
20982,2024-11-28,Transformer,Plant B,9,Electrical Fault
20983,2024-05-04,Panel,Plant C,20,Short Circuit
20984,2024-04-05,Panel,Plant B,23,Overheating
20985,2024-06-05,Generator,Plant C,11,Overheating
20986,2024-02-09,Motor,Plant C,20,Short Circuit
20987,2024-12-25,Generator,Plant B,4,Short Circuit
20988,2024-06-21,Compressor,Plant C,16,Mechanical Failure
20989,2024-06-21,Motor,Plant A,14,Overheating
20990,2024-04-29,Panel,Plant A,20,Short Circuit
20991,2024-09-29,Transformer,Plant A,22,Mechanical Failure
20992,2024-12-23,Compressor,Plant C,21,Overheating
20993,2024-12-29,Generator,Plant B,18,Overheating
20994,2024-12-11,Panel,Plant C,22,Short Circuit
20995,2024-11-14,Motor,Plant B,22,Electrical Fault
20996,2024-09-17,Motor,Plant C,9,Electrical Fault
20997,2024-10-07,Transformer,Plant B,1,Short Circuit
20998,2024-11-24,Panel,Plant C,23,Electrical Fault
20999,2024-05-03,Panel,Plant C,3,Overheating
21000,2024-10-04,Compressor,Plant A,20,Mechanical Failure
21001,2024-04-02,Compressor,Plant C,1,Mechanical Failure
21002,2024-02-04,Motor,Plant A,3,Short Circuit
21003,2024-11-06,Generator,Plant B,14,Mechanical Failure
21004,2024-05-07,Motor,Plant B,14,Short Circuit
21005,2024-01-20,Compressor,Plant A,23,Electrical Fault
21006,2024-09-17,Compressor,Plant C,22,Overheating
21007,2024-06-15,Compressor,Plant B,13,Electrical Fault
21008,2024-11-14,Motor,Plant C,1,Short Circuit
21009,2024-08-23,Panel,Plant C,15,Overheating
21010,2024-02-01,Generator,Plant C,20,Overheating
21011,2024-08-18,Generator,Plant B,7,Overheating
21012,2024-07-09,Compressor,Plant B,16,Electrical Fault
21013,2024-11-25,Transformer,Plant C,20,Overheating
21014,2024-05-24,Motor,Plant A,23,Electrical Fault
21015,2024-04-10,Panel,Plant A,21,Electrical Fault
21016,2024-03-19,Compressor,Plant A,1,Overheating
21017,2024-06-08,Transformer,Plant C,15,Short Circuit
21018,2024-09-11,Compressor,Plant A,20,Overheating
21019,2024-10-05,Transformer,Plant B,15,Overheating
21020,2024-07-06,Generator,Plant A,19,Electrical Fault
21021,2024-07-28,Transformer,Plant A,6,Overheating
21022,2024-08-28,Generator,Plant C,6,Short Circuit
21023,2024-02-25,Generator,Plant B,1,Overheating
21024,2024-05-16,Motor,Plant B,16,Short Circuit
21025,2024-04-15,Transformer,Plant A,18,Mechanical Failure
21026,2024-03-09,Panel,Plant C,13,Mechanical Failure
21027,2024-07-08,Panel,Plant C,12,Mechanical Failure
21028,2024-07-10,Transformer,Plant A,18,Overheating
21029,2024-10-04,Motor,Plant B,10,Electrical Fault
21030,2024-02-01,Panel,Plant B,14,Short Circuit
21031,2024-06-23,Compressor,Plant B,20,Mechanical Failure
21032,2024-09-14,Panel,Plant C,11,Short Circuit
21033,2024-05-02,Motor,Plant A,18,Electrical Fault
21034,2024-03-25,Generator,Plant C,12,Short Circuit
21035,2024-08-03,Generator,Plant B,17,Short Circuit
21036,2024-08-03,Generator,Plant C,3,Mechanical Failure
21037,2024-01-14,Motor,Plant B,21,Short Circuit
21038,2024-02-06,Generator,Plant A,1,Mechanical Failure
21039,2024-01-27,Generator,Plant B,1,Electrical Fault
21040,2024-05-31,Motor,Plant A,6,Mechanical Failure
21041,2024-03-04,Compressor,Plant C,19,Short Circuit
21042,2024-03-10,Panel,Plant C,4,Electrical Fault
21043,2024-06-02,Motor,Plant C,22,Overheating
21044,2024-09-09,Motor,Plant B,13,Overheating
21045,2024-09-27,Transformer,Plant A,12,Electrical Fault
21046,2024-01-29,Generator,Plant C,8,Electrical Fault
21047,2024-03-14,Compressor,Plant C,20,Short Circuit
21048,2024-10-10,Transformer,Plant A,7,Overheating
21049,2024-02-28,Compressor,Plant B,21,Electrical Fault
21050,2024-08-30,Generator,Plant C,7,Overheating
21051,2024-11-24,Generator,Plant B,7,Overheating
21052,2024-05-28,Generator,Plant B,14,Short Circuit
21053,2024-01-10,Panel,Plant B,18,Electrical Fault
21054,2024-05-11,Compressor,Plant C,23,Mechanical Failure
21055,2024-03-02,Compressor,Plant C,19,Electrical Fault
21056,2024-09-18,Transformer,Plant A,20,Overheating
21057,2024-08-05,Motor,Plant A,19,Mechanical Failure
21058,2024-08-19,Generator,Plant B,18,Mechanical Failure
21059,2024-12-01,Generator,Plant C,6,Overheating
21060,2024-03-12,Transformer,Plant B,16,Mechanical Failure
21061,2024-01-16,Compressor,Plant A,3,Mechanical Failure
21062,2024-02-07,Panel,Plant B,21,Electrical Fault
21063,2024-06-25,Compressor,Plant B,2,Overheating
21064,2024-11-16,Panel,Plant C,15,Short Circuit
21065,2024-03-23,Panel,Plant B,20,Mechanical Failure
21066,2024-01-17,Compressor,Plant B,11,Overheating
21067,2024-06-04,Generator,Plant C,19,Electrical Fault
21068,2024-06-20,Panel,Plant C,18,Electrical Fault
21069,2024-03-10,Transformer,Plant A,22,Electrical Fault
21070,2024-03-11,Transformer,Plant C,11,Mechanical Failure
21071,2024-09-11,Panel,Plant B,3,Short Circuit
21072,2024-05-10,Generator,Plant A,4,Electrical Fault
21073,2024-02-18,Panel,Plant A,6,Short Circuit
21074,2024-01-21,Transformer,Plant A,12,Overheating
21075,2024-11-15,Transformer,Plant A,21,Electrical Fault
21076,2024-08-07,Compressor,Plant B,4,Mechanical Failure
21077,2024-07-05,Generator,Plant B,12,Electrical Fault
21078,2024-02-01,Compressor,Plant B,4,Mechanical Failure
21079,2024-07-21,Motor,Plant B,2,Overheating
21080,2024-10-02,Panel,Plant A,12,Short Circuit
21081,2024-08-29,Compressor,Plant B,13,Short Circuit
21082,2024-01-16,Generator,Plant A,16,Short Circuit
21083,2024-11-11,Panel,Plant C,4,Electrical Fault
21084,2024-06-21,Panel,Plant B,8,Electrical Fault
21085,2024-05-16,Panel,Plant C,5,Overheating
21086,2024-06-27,Panel,Plant C,14,Short Circuit
21087,2024-12-24,Panel,Plant B,15,Overheating
21088,2024-03-01,Generator,Plant A,11,Mechanical Failure
21089,2024-04-13,Motor,Plant C,10,Electrical Fault
21090,2024-11-12,Transformer,Plant B,10,Short Circuit
21091,2024-07-13,Motor,Plant C,6,Electrical Fault
21092,2024-09-12,Transformer,Plant C,16,Short Circuit
21093,2024-03-16,Compressor,Plant B,21,Short Circuit
21094,2024-09-27,Panel,Plant C,4,Electrical Fault
21095,2024-06-29,Compressor,Plant A,9,Electrical Fault
21096,2024-05-11,Compressor,Plant A,10,Overheating
21097,2024-05-30,Transformer,Plant C,5,Electrical Fault
21098,2024-06-03,Generator,Plant C,10,Electrical Fault
21099,2024-12-24,Panel,Plant B,16,Electrical Fault
21100,2024-08-22,Compressor,Plant A,11,Mechanical Failure
21101,2024-09-04,Motor,Plant C,6,Mechanical Failure
21102,2024-06-13,Panel,Plant A,7,Mechanical Failure
21103,2024-07-23,Generator,Plant C,12,Overheating
21104,2024-06-13,Panel,Plant B,13,Overheating
21105,2024-07-31,Compressor,Plant B,17,Short Circuit
21106,2024-09-10,Motor,Plant A,9,Overheating
21107,2024-06-05,Compressor,Plant A,8,Electrical Fault
21108,2024-06-25,Generator,Plant C,16,Short Circuit
21109,2024-03-15,Transformer,Plant C,21,Electrical Fault
21110,2024-06-26,Motor,Plant C,3,Short Circuit
21111,2024-10-10,Generator,Plant A,5,Overheating
21112,2024-11-25,Generator,Plant B,21,Mechanical Failure
21113,2024-05-12,Compressor,Plant B,23,Electrical Fault
21114,2024-05-04,Compressor,Plant A,13,Short Circuit
21115,2024-11-07,Compressor,Plant B,18,Mechanical Failure
21116,2024-11-15,Transformer,Plant A,21,Electrical Fault
21117,2024-05-06,Panel,Plant C,16,Electrical Fault
21118,2024-12-10,Panel,Plant A,14,Mechanical Failure
21119,2024-08-12,Compressor,Plant B,11,Overheating
21120,2024-01-17,Compressor,Plant A,18,Mechanical Failure
21121,2024-12-18,Transformer,Plant A,8,Overheating
21122,2024-11-06,Panel,Plant A,12,Short Circuit
21123,2024-09-02,Transformer,Plant A,19,Overheating
21124,2024-05-16,Generator,Plant B,20,Short Circuit
21125,2024-08-04,Panel,Plant C,2,Short Circuit
21126,2024-07-14,Compressor,Plant B,9,Short Circuit
21127,2024-07-19,Motor,Plant B,22,Short Circuit
21128,2024-12-31,Generator,Plant C,9,Electrical Fault
21129,2024-07-25,Motor,Plant B,14,Short Circuit
21130,2024-01-16,Transformer,Plant C,15,Electrical Fault
21131,2024-01-13,Transformer,Plant C,11,Electrical Fault
21132,2024-03-18,Transformer,Plant A,13,Short Circuit
21133,2024-08-01,Compressor,Plant B,5,Overheating
21134,2024-12-06,Transformer,Plant C,6,Overheating
21135,2024-11-24,Motor,Plant B,23,Mechanical Failure
21136,2024-04-28,Generator,Plant B,5,Electrical Fault
21137,2024-06-29,Compressor,Plant C,1,Electrical Fault
21138,2024-11-19,Generator,Plant A,18,Overheating
21139,2024-11-25,Transformer,Plant C,23,Electrical Fault
21140,2024-12-20,Panel,Plant A,8,Overheating
21141,2024-05-16,Compressor,Plant C,17,Mechanical Failure
21142,2024-06-27,Transformer,Plant C,23,Short Circuit
21143,2024-07-26,Compressor,Plant A,11,Short Circuit
21144,2024-02-23,Panel,Plant A,11,Short Circuit
21145,2024-03-19,Motor,Plant B,3,Mechanical Failure
21146,2024-09-27,Motor,Plant C,8,Electrical Fault
21147,2024-04-27,Motor,Plant B,8,Mechanical Failure
21148,2024-04-15,Panel,Plant B,21,Electrical Fault
21149,2024-04-14,Generator,Plant A,21,Electrical Fault
21150,2024-10-29,Panel,Plant A,3,Short Circuit
21151,2024-04-27,Panel,Plant B,22,Overheating
21152,2024-08-16,Transformer,Plant A,10,Overheating
21153,2024-05-27,Motor,Plant C,19,Short Circuit
21154,2024-12-19,Compressor,Plant A,14,Electrical Fault
21155,2024-05-29,Generator,Plant A,18,Mechanical Failure
21156,2024-10-30,Compressor,Plant C,23,Short Circuit
21157,2024-09-12,Transformer,Plant A,3,Short Circuit
21158,2024-03-22,Transformer,Plant B,20,Mechanical Failure
21159,2024-01-16,Generator,Plant B,14,Electrical Fault
21160,2024-07-11,Compressor,Plant B,11,Short Circuit
21161,2024-07-29,Generator,Plant A,10,Short Circuit
21162,2024-03-14,Generator,Plant A,14,Electrical Fault
21163,2024-10-03,Motor,Plant A,1,Mechanical Failure
21164,2024-03-01,Compressor,Plant B,16,Mechanical Failure
21165,2024-01-24,Motor,Plant A,6,Overheating
21166,2024-01-23,Motor,Plant C,18,Overheating
21167,2024-12-08,Motor,Plant A,16,Mechanical Failure
21168,2024-09-14,Panel,Plant B,19,Overheating
21169,2024-07-16,Transformer,Plant C,16,Overheating
21170,2024-02-22,Transformer,Plant C,5,Electrical Fault
21171,2024-05-18,Panel,Plant B,12,Short Circuit
21172,2024-09-27,Generator,Plant C,6,Overheating
21173,2024-07-19,Compressor,Plant C,2,Overheating
21174,2024-06-12,Compressor,Plant C,16,Electrical Fault
21175,2024-04-01,Compressor,Plant C,21,Mechanical Failure
21176,2024-01-23,Motor,Plant C,23,Overheating
21177,2024-03-28,Compressor,Plant A,11,Short Circuit
21178,2024-06-30,Compressor,Plant B,12,Overheating
21179,2024-12-20,Compressor,Plant B,11,Short Circuit
21180,2024-10-09,Transformer,Plant A,23,Mechanical Failure
21181,2024-01-21,Panel,Plant A,20,Overheating
21182,2024-02-18,Generator,Plant B,19,Short Circuit
21183,2024-07-08,Panel,Plant B,8,Short Circuit
21184,2024-07-23,Compressor,Plant A,18,Short Circuit
21185,2024-02-13,Generator,Plant A,5,Mechanical Failure
21186,2024-10-26,Generator,Plant C,12,Short Circuit
21187,2024-05-07,Panel,Plant A,10,Electrical Fault
21188,2024-07-07,Panel,Plant A,15,Mechanical Failure
21189,2024-06-18,Panel,Plant C,5,Short Circuit
21190,2024-10-05,Panel,Plant C,17,Mechanical Failure
21191,2024-07-19,Motor,Plant B,23,Mechanical Failure
21192,2024-05-04,Transformer,Plant B,4,Electrical Fault
21193,2024-10-18,Transformer,Plant A,12,Short Circuit
21194,2024-11-06,Compressor,Plant C,18,Mechanical Failure
21195,2024-12-31,Motor,Plant C,8,Mechanical Failure
21196,2024-01-16,Generator,Plant B,20,Short Circuit
21197,2024-12-10,Panel,Plant B,17,Electrical Fault
21198,2024-09-30,Compressor,Plant A,8,Overheating
21199,2024-10-20,Generator,Plant C,13,Short Circuit
21200,2024-01-20,Transformer,Plant B,23,Overheating
21201,2024-01-19,Generator,Plant A,3,Short Circuit
21202,2024-01-13,Panel,Plant A,3,Short Circuit
21203,2024-01-17,Panel,Plant A,7,Mechanical Failure
21204,2024-07-24,Transformer,Plant B,18,Short Circuit
21205,2024-01-30,Panel,Plant B,21,Electrical Fault
21206,2024-10-25,Motor,Plant B,7,Electrical Fault
21207,2024-10-30,Compressor,Plant B,22,Short Circuit
21208,2024-02-12,Transformer,Plant B,23,Mechanical Failure
21209,2024-04-02,Transformer,Plant C,2,Mechanical Failure
21210,2024-03-06,Generator,Plant C,7,Overheating
21211,2024-04-28,Transformer,Plant C,2,Short Circuit
21212,2024-11-04,Compressor,Plant C,7,Overheating
21213,2024-03-12,Motor,Plant A,14,Mechanical Failure
21214,2024-11-29,Generator,Plant A,15,Electrical Fault
21215,2024-06-10,Compressor,Plant C,16,Mechanical Failure
21216,2024-11-25,Transformer,Plant B,8,Electrical Fault
21217,2024-11-23,Panel,Plant C,16,Overheating
21218,2024-09-25,Panel,Plant C,21,Mechanical Failure
21219,2024-08-05,Compressor,Plant A,7,Electrical Fault
21220,2024-09-10,Motor,Plant B,11,Overheating
21221,2024-02-28,Panel,Plant A,4,Mechanical Failure
21222,2024-02-01,Compressor,Plant B,18,Short Circuit
21223,2024-12-04,Generator,Plant A,23,Mechanical Failure
21224,2024-04-29,Transformer,Plant C,13,Overheating
21225,2024-11-05,Motor,Plant B,17,Mechanical Failure
21226,2024-01-02,Motor,Plant A,12,Overheating
21227,2024-04-27,Generator,Plant C,18,Electrical Fault
21228,2024-02-06,Motor,Plant A,10,Mechanical Failure
21229,2024-04-06,Compressor,Plant A,7,Overheating
21230,2024-12-24,Motor,Plant A,12,Overheating
21231,2024-09-13,Motor,Plant C,12,Short Circuit
21232,2024-05-07,Motor,Plant B,13,Electrical Fault
21233,2024-12-24,Compressor,Plant A,1,Short Circuit
21234,2024-06-04,Transformer,Plant C,7,Short Circuit
21235,2024-05-24,Panel,Plant A,16,Mechanical Failure
21236,2024-02-26,Motor,Plant B,16,Overheating
21237,2024-03-10,Generator,Plant A,21,Overheating
21238,2024-02-13,Generator,Plant C,16,Overheating
21239,2024-07-30,Compressor,Plant A,16,Mechanical Failure
21240,2024-06-23,Transformer,Plant A,14,Mechanical Failure
21241,2024-05-20,Motor,Plant B,11,Electrical Fault
21242,2024-03-16,Compressor,Plant B,19,Short Circuit
21243,2024-06-06,Panel,Plant B,11,Electrical Fault
21244,2024-03-25,Transformer,Plant A,2,Electrical Fault
21245,2024-11-17,Transformer,Plant C,7,Mechanical Failure
21246,2024-11-04,Compressor,Plant A,9,Overheating
21247,2024-01-18,Generator,Plant A,9,Mechanical Failure
21248,2024-10-10,Transformer,Plant A,14,Mechanical Failure
21249,2024-02-11,Generator,Plant A,10,Mechanical Failure
21250,2024-05-13,Transformer,Plant B,16,Electrical Fault
21251,2024-04-11,Transformer,Plant B,18,Overheating
21252,2024-05-16,Transformer,Plant B,1,Mechanical Failure
21253,2024-08-09,Panel,Plant B,2,Electrical Fault
21254,2024-08-16,Generator,Plant C,20,Mechanical Failure
21255,2024-10-20,Panel,Plant A,4,Short Circuit
21256,2024-11-01,Generator,Plant A,2,Overheating
21257,2024-11-11,Panel,Plant A,4,Electrical Fault
21258,2024-04-28,Panel,Plant C,23,Short Circuit
21259,2024-04-08,Panel,Plant C,6,Mechanical Failure
21260,2024-12-15,Compressor,Plant B,22,Short Circuit
21261,2024-11-19,Panel,Plant A,4,Short Circuit
21262,2024-06-07,Transformer,Plant A,18,Electrical Fault
21263,2024-08-26,Motor,Plant C,5,Overheating
21264,2024-11-15,Panel,Plant A,11,Overheating
21265,2024-11-30,Motor,Plant C,13,Electrical Fault
21266,2024-07-07,Motor,Plant B,3,Mechanical Failure
21267,2024-11-04,Transformer,Plant C,19,Short Circuit
21268,2024-09-05,Motor,Plant A,20,Overheating
21269,2024-01-26,Motor,Plant C,11,Overheating
21270,2024-07-07,Motor,Plant C,11,Short Circuit
21271,2024-05-19,Generator,Plant B,21,Mechanical Failure
21272,2024-06-29,Panel,Plant A,2,Short Circuit
21273,2024-01-21,Panel,Plant A,22,Electrical Fault
21274,2024-06-11,Motor,Plant B,15,Electrical Fault
21275,2024-03-11,Transformer,Plant C,22,Mechanical Failure
21276,2024-03-22,Generator,Plant C,8,Overheating
21277,2024-06-03,Transformer,Plant A,2,Overheating
21278,2024-11-11,Transformer,Plant C,8,Mechanical Failure
21279,2024-12-20,Motor,Plant B,20,Mechanical Failure
21280,2024-02-16,Compressor,Plant A,23,Electrical Fault
21281,2024-07-12,Motor,Plant C,15,Electrical Fault
21282,2024-08-11,Compressor,Plant B,16,Mechanical Failure
21283,2024-08-24,Generator,Plant B,13,Overheating
21284,2024-10-06,Compressor,Plant A,23,Short Circuit
21285,2024-01-10,Motor,Plant A,17,Short Circuit
21286,2024-05-31,Motor,Plant C,14,Short Circuit
21287,2024-12-09,Transformer,Plant C,14,Electrical Fault
21288,2024-04-13,Motor,Plant C,1,Mechanical Failure
21289,2024-05-03,Motor,Plant B,1,Overheating
21290,2024-07-03,Panel,Plant B,3,Electrical Fault
21291,2024-10-16,Panel,Plant C,22,Mechanical Failure
21292,2024-02-10,Transformer,Plant A,15,Mechanical Failure
21293,2024-01-11,Compressor,Plant B,5,Short Circuit
21294,2024-08-05,Compressor,Plant B,5,Short Circuit
21295,2024-01-01,Panel,Plant C,4,Overheating
21296,2024-06-19,Generator,Plant A,14,Overheating
21297,2024-12-03,Panel,Plant B,20,Short Circuit
21298,2024-10-08,Generator,Plant A,7,Short Circuit
21299,2024-02-22,Compressor,Plant B,22,Mechanical Failure
21300,2024-05-04,Panel,Plant A,15,Overheating
21301,2024-06-23,Motor,Plant A,11,Mechanical Failure
21302,2024-09-21,Generator,Plant B,14,Overheating
21303,2024-09-21,Generator,Plant A,6,Overheating
21304,2024-07-17,Generator,Plant B,10,Electrical Fault
21305,2024-09-12,Compressor,Plant B,7,Short Circuit
21306,2024-06-20,Transformer,Plant A,10,Electrical Fault
21307,2024-02-28,Motor,Plant B,14,Overheating
21308,2024-04-15,Panel,Plant A,5,Mechanical Failure
21309,2024-05-04,Generator,Plant B,22,Overheating
21310,2024-01-16,Compressor,Plant A,1,Electrical Fault
21311,2024-02-07,Generator,Plant B,19,Short Circuit
21312,2024-08-30,Panel,Plant B,8,Mechanical Failure
21313,2024-07-28,Motor,Plant C,19,Overheating
21314,2024-11-10,Generator,Plant B,17,Overheating
21315,2024-10-11,Compressor,Plant B,19,Short Circuit
21316,2024-06-16,Compressor,Plant A,16,Overheating
21317,2024-09-20,Transformer,Plant A,4,Overheating
21318,2024-04-07,Compressor,Plant A,8,Short Circuit
21319,2024-05-13,Transformer,Plant A,4,Electrical Fault
21320,2024-12-30,Motor,Plant C,13,Electrical Fault
21321,2024-06-29,Panel,Plant C,7,Electrical Fault
21322,2024-08-09,Transformer,Plant A,1,Electrical Fault
21323,2024-12-29,Generator,Plant A,9,Mechanical Failure
21324,2024-05-28,Generator,Plant A,4,Mechanical Failure
21325,2024-08-31,Panel,Plant A,14,Short Circuit
21326,2024-11-08,Compressor,Plant B,9,Short Circuit
21327,2024-03-16,Generator,Plant A,3,Short Circuit
21328,2024-09-18,Transformer,Plant B,15,Mechanical Failure
21329,2024-08-18,Panel,Plant A,5,Overheating
21330,2024-07-09,Generator,Plant C,1,Mechanical Failure
21331,2024-05-13,Compressor,Plant C,11,Electrical Fault
21332,2024-11-04,Compressor,Plant A,19,Electrical Fault
21333,2024-09-08,Generator,Plant C,5,Overheating
21334,2024-09-01,Panel,Plant C,22,Short Circuit
21335,2024-09-21,Motor,Plant C,17,Mechanical Failure
21336,2024-11-20,Generator,Plant C,19,Overheating
21337,2024-11-25,Compressor,Plant B,17,Overheating
21338,2024-12-08,Motor,Plant B,5,Mechanical Failure
21339,2024-01-04,Panel,Plant B,20,Overheating
21340,2024-02-06,Compressor,Plant B,9,Short Circuit
21341,2024-03-11,Panel,Plant A,22,Mechanical Failure
21342,2024-09-18,Generator,Plant C,6,Mechanical Failure
21343,2024-08-24,Panel,Plant C,21,Overheating
21344,2024-11-02,Compressor,Plant A,13,Short Circuit
21345,2024-12-20,Generator,Plant A,21,Short Circuit
21346,2024-06-26,Compressor,Plant B,11,Electrical Fault
21347,2024-04-05,Compressor,Plant B,23,Mechanical Failure
21348,2024-08-14,Motor,Plant C,23,Electrical Fault
21349,2024-01-11,Transformer,Plant A,1,Short Circuit
21350,2024-09-22,Panel,Plant C,17,Short Circuit
21351,2024-07-07,Panel,Plant A,6,Electrical Fault
21352,2024-07-27,Motor,Plant B,3,Mechanical Failure
21353,2024-01-13,Panel,Plant C,16,Electrical Fault
21354,2024-06-10,Motor,Plant C,13,Short Circuit
21355,2024-02-29,Panel,Plant A,12,Short Circuit
21356,2024-01-05,Panel,Plant C,11,Overheating
21357,2024-07-20,Compressor,Plant B,23,Overheating
21358,2024-01-12,Motor,Plant C,2,Electrical Fault
21359,2024-12-06,Panel,Plant A,19,Overheating
21360,2024-08-27,Transformer,Plant C,8,Short Circuit
21361,2024-08-12,Motor,Plant B,13,Mechanical Failure
21362,2024-06-30,Motor,Plant A,14,Mechanical Failure
21363,2024-10-23,Motor,Plant A,15,Electrical Fault
21364,2024-10-30,Compressor,Plant B,17,Overheating
21365,2024-11-02,Motor,Plant A,15,Electrical Fault
21366,2024-06-26,Compressor,Plant A,21,Overheating
21367,2024-04-27,Transformer,Plant C,10,Mechanical Failure
21368,2024-12-17,Generator,Plant A,1,Overheating
21369,2024-03-16,Compressor,Plant C,12,Overheating
21370,2024-02-15,Panel,Plant B,9,Electrical Fault
21371,2024-08-14,Motor,Plant B,23,Mechanical Failure
21372,2024-12-21,Generator,Plant B,5,Overheating
21373,2024-10-20,Compressor,Plant B,22,Mechanical Failure
21374,2024-08-27,Panel,Plant A,15,Overheating
21375,2024-12-13,Generator,Plant A,3,Mechanical Failure
21376,2024-05-20,Transformer,Plant C,19,Overheating
21377,2024-07-22,Compressor,Plant C,7,Short Circuit
21378,2024-05-29,Compressor,Plant C,7,Mechanical Failure
21379,2024-05-09,Transformer,Plant A,7,Short Circuit
21380,2024-12-14,Compressor,Plant C,2,Short Circuit
21381,2024-11-28,Motor,Plant A,2,Short Circuit
21382,2024-09-25,Compressor,Plant B,12,Overheating
21383,2024-11-08,Motor,Plant A,5,Mechanical Failure
21384,2024-05-16,Compressor,Plant B,4,Overheating
21385,2024-04-25,Panel,Plant C,7,Overheating
21386,2024-12-16,Panel,Plant A,16,Mechanical Failure
21387,2024-06-09,Generator,Plant C,3,Electrical Fault
21388,2024-06-03,Panel,Plant C,21,Overheating
21389,2024-06-21,Transformer,Plant B,2,Short Circuit
21390,2024-05-09,Generator,Plant C,17,Overheating
21391,2024-03-19,Panel,Plant A,9,Electrical Fault
21392,2024-02-26,Motor,Plant C,20,Short Circuit
21393,2024-12-16,Compressor,Plant B,8,Overheating
21394,2024-02-26,Panel,Plant B,12,Mechanical Failure
21395,2024-12-28,Motor,Plant C,7,Short Circuit
21396,2024-11-30,Generator,Plant B,14,Electrical Fault
21397,2024-05-13,Compressor,Plant C,16,Overheating
21398,2024-01-14,Panel,Plant B,1,Mechanical Failure
21399,2024-10-09,Generator,Plant C,10,Short Circuit
21400,2024-10-20,Panel,Plant C,11,Short Circuit
21401,2024-05-26,Generator,Plant A,7,Mechanical Failure
21402,2024-05-06,Panel,Plant A,18,Electrical Fault
21403,2024-09-16,Motor,Plant C,19,Short Circuit
21404,2024-11-09,Transformer,Plant A,14,Electrical Fault
21405,2024-08-05,Motor,Plant A,17,Electrical Fault
21406,2024-08-20,Compressor,Plant B,23,Mechanical Failure
21407,2024-06-16,Panel,Plant A,19,Short Circuit
21408,2024-05-22,Transformer,Plant B,22,Overheating
21409,2024-09-16,Transformer,Plant A,13,Mechanical Failure
21410,2024-08-05,Compressor,Plant A,23,Mechanical Failure
21411,2024-11-03,Compressor,Plant C,3,Electrical Fault
21412,2024-05-25,Transformer,Plant A,2,Overheating
21413,2024-04-08,Compressor,Plant C,9,Mechanical Failure
21414,2024-06-30,Compressor,Plant C,7,Electrical Fault
21415,2024-06-17,Panel,Plant C,14,Short Circuit
21416,2024-08-20,Motor,Plant C,5,Electrical Fault
21417,2024-04-02,Generator,Plant A,20,Overheating
21418,2024-04-26,Transformer,Plant C,15,Overheating
21419,2024-01-04,Generator,Plant A,20,Electrical Fault
21420,2024-03-25,Transformer,Plant A,1,Short Circuit
21421,2024-06-15,Transformer,Plant B,20,Overheating
21422,2024-01-07,Motor,Plant B,7,Overheating
21423,2024-08-19,Transformer,Plant B,5,Short Circuit
21424,2024-09-07,Transformer,Plant C,4,Mechanical Failure
21425,2024-03-25,Motor,Plant A,11,Overheating
21426,2024-11-14,Compressor,Plant A,19,Electrical Fault
21427,2024-07-11,Generator,Plant C,6,Short Circuit
21428,2024-05-02,Transformer,Plant B,20,Overheating
21429,2024-03-29,Motor,Plant B,18,Mechanical Failure
21430,2024-04-04,Transformer,Plant A,5,Overheating
21431,2024-10-26,Motor,Plant A,20,Mechanical Failure
21432,2024-12-23,Generator,Plant A,15,Overheating
21433,2024-02-14,Panel,Plant B,21,Overheating
21434,2024-09-09,Compressor,Plant A,20,Electrical Fault
21435,2024-02-20,Panel,Plant B,6,Short Circuit
21436,2024-03-05,Motor,Plant B,4,Short Circuit
21437,2024-02-23,Transformer,Plant B,17,Electrical Fault
21438,2024-08-09,Compressor,Plant C,15,Short Circuit
21439,2024-03-12,Generator,Plant C,18,Short Circuit
21440,2024-06-16,Compressor,Plant A,6,Short Circuit
21441,2024-07-04,Transformer,Plant B,20,Overheating
21442,2024-05-22,Panel,Plant A,22,Overheating
21443,2024-01-19,Motor,Plant B,19,Mechanical Failure
21444,2024-01-10,Panel,Plant A,12,Mechanical Failure
21445,2024-09-28,Compressor,Plant A,9,Short Circuit
21446,2024-06-19,Transformer,Plant C,8,Short Circuit
21447,2024-12-29,Motor,Plant C,15,Short Circuit
21448,2024-01-16,Transformer,Plant C,1,Electrical Fault
21449,2024-03-20,Transformer,Plant C,2,Overheating
21450,2024-10-10,Compressor,Plant B,3,Short Circuit
21451,2024-07-08,Panel,Plant A,19,Short Circuit
21452,2024-05-27,Transformer,Plant A,10,Overheating
21453,2024-06-11,Transformer,Plant B,14,Mechanical Failure
21454,2024-09-21,Transformer,Plant B,19,Short Circuit
21455,2024-12-25,Motor,Plant A,11,Short Circuit
21456,2024-05-17,Transformer,Plant C,21,Short Circuit
21457,2024-10-27,Transformer,Plant C,6,Short Circuit
21458,2024-12-30,Compressor,Plant C,19,Overheating
21459,2024-01-30,Transformer,Plant B,14,Overheating
21460,2024-10-30,Transformer,Plant A,8,Overheating
21461,2024-06-16,Compressor,Plant B,2,Mechanical Failure
